distance,identity,clusters
0.010320562939796663,0.9896794370602033,194
0.010457930597369658,0.9895420694026303,193
0.010472022507033496,0.9895279774929665,192
0.010474527852721738,0.9895254721472783,191
0.01047857366280891,0.9895214263371911,190
0.010616384091269193,0.9893836159087308,189
0.010757575757575744,0.9892424242424243,188
0.010799136069114423,0.9892008639308856,187
0.010821133036282626,0.9891788669637174,186
0.010900031142946132,0.9890999688570539,185
0.011021181332874108,0.9889788186671259,184
0.01110242376856918,0.9888975762314308,183
0.011104160150140707,0.9888958398498593,180
0.011105897074925708,0.9888941029250743,179
0.011116330045404688,0.9888836699545953,178
0.011209715086408223,0.9887902849135918,177
0.0112519809825673,0.9887480190174327,176
0.011258795934323662,0.9887412040656763,175
0.01133419689119175,0.9886658031088082,174
0.011426757657514663,0.9885732423424853,173
0.011488063184347475,0.9885119368156525,172
0.011510564490696984,0.988489435509303,171
0.011522890065400193,0.9884771099345998,170
0.011733416770963734,0.9882665832290363,169
0.011957095129242146,0.9880429048707579,168
0.012198936502971547,0.9878010634970285,167
0.012204662807072442,0.9877953371929276,166
0.012288541334184444,0.9877114586658156,165
0.012412476129853633,0.9875875238701464,164
0.012509773260359625,0.9874902267396404,163
0.012511729746637501,0.9874882702533625,161
0.012529365700861383,0.9874706342991386,160
0.012571610439210734,0.9874283895607893,159
0.012592475995592656,0.9874075240044073,158
0.01262427015938139,0.9873757298406186,157
0.012642422350554128,0.9873575776494459,156
0.012668126368470478,0.9873318736315295,155
